Domain name,CNAME name,Type,CNAME value
*.foxtrotpotato.com,_c540133e07268c231f6c6e74767ea440.foxtrotpotato.com.,CNAME,_40754523ec8570b705b14fc058159dfb.sdgjtdhdhz.acm-validations.aws.
